order_id,order_status,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,purchase_month,customer_city,customer_state,items,unique_products,unique_sellers,items_value_brl,freight_brl,payment_value_brl,review_score,delivery_days,delay_days_vs_estimate,on_time_flag,late_flag
eed22f145a76fd4bb9224e927213dd25,delivered,2017-11-23 13:49:32,2017-11-30 15:45:11,2017-12-13,2017-11,sorocaba,SP,1.0,1.0,1.0,113.0,16.42,129.42,5.0,7.0803125,-12.343622685185183,1,0
fe59965bfbf484aee4f2503efbd933d6,delivered,2017-11-27 11:12:20,2017-12-18 14:17:21,2017-12-22,2017-11,foz do jordao,PR,1.0,1.0,1.0,49.0,15.1,64.1,2.0,21.128483796296297,-3.4046180555555554,1,0
3ad46319c286aebb25e3121f815b73fb,delivered,2017-11-28 08:00:00,2017-12-12 19:38:58,2017-12-26,2017-11,itajuba,MG,1.0,1.0,1.0,128.8,34.26,163.06,5.0,14.48539351851852,-13.181273148148149,1,0
9edcd3a848a4995853a247201493b4d7,delivered,2017-11-09 13:00:58,2017-11-21 18:42:11,2017-11-29,2017-11,aparecida,SP,1.0,1.0,1.0,139.9,14.0,153.9,5.0,12.23695601851852,-7.220706018518518,1,0
2ef02afb7f805f2864894d1477e29443,delivered,2017-11-21 08:49:33,2017-11-26 17:44:59,2017-12-11,2017-11,sao paulo,SP,1.0,1.0,1.0,51.99,13.51,65.5,3.0,5.371828703703704,-14.26042824074074,1,0
d34d50b7ad7857d89ec201de844bc110,delivered,2017-11-24 21:15:46,2017-12-04 19:55:07,2017-12-14,2017-11,sao paulo,SP,1.0,1.0,1.0,49.0,13.41,62.41,5.0,9.943993055555556,-9.170057870370371,1,0
9f226854839600f3e70c4faeb94e8790,delivered,2017-11-22 11:30:11,2017-11-30 15:41:49,2017-12-12,2017-11,brasilia,DF,1.0,1.0,1.0,118.0,18.08,136.08,3.0,8.17474537037037,-11.345960648148148,1,0
03a038679f94b33ae1fe8503c4e30203,delivered,2017-11-17 19:49:49,2017-11-25 13:28:55,2017-12-06,2017-11,sao paulo,SP,1.0,1.0,1.0,28.69,12.69,41.38,5.0,7.735486111111111,-10.438252314814816,1,0
c3161a99d341124cd73a499963ac3a53,delivered,2017-11-10 10:25:55,2017-11-18 16:26:52,2017-11-24,2017-11,cubatao,SP,1.0,1.0,1.0,32.99,9.34,42.33,3.0,8.250659722222222,-5.3146759259259255,1,0
e3e9a2046c37eea9713341a3994bcf52,delivered,2017-11-01 22:25:54,2017-11-14 19:33:15,2017-11-27,2017-11,ribeirao preto,SP,3.0,1.0,1.0,749.97,78.78,828.74,5.0,12.880104166666667,-12.185243055555556,1,0
46422e1ce124f2bc35a6d0a4b1bf0130,delivered,2017-11-22 13:57:00,2017-12-22 21:13:47,2017-12-15,2017-11,japuiba,RJ,1.0,1.0,1.0,37.99,16.79,54.78,5.0,30.30332175925926,7.884571759259259,0,1
dca570055f40d024d88a2d48de7e502e,delivered,2017-11-11 08:32:06,2017-11-20 19:31:35,2017-12-08,2017-11,sao jose dos campos,SP,1.0,1.0,1.0,159.9,14.14,174.04,4.0,9.457974537037035,-17.18640046296296,1,0
cf1ff716be04ebeff7831c79c17f9151,delivered,2017-11-28 18:44:57,2017-12-03 13:24:11,2017-12-15,2017-11,sao paulo,SP,1.0,1.0,1.0,45.9,13.08,58.98,4.0,4.777245370370371,-11.441539351851851,1,0
e26446f0107a254acfb02c3d38707048,delivered,2017-11-28 17:54:10,2017-12-10 16:57:04,2017-12-18,2017-11,sao paulo,SP,1.0,1.0,1.0,59.0,13.43,72.43,4.0,11.960347222222222,-7.293703703703704,1,0
6ec283e06546387eaab356a4764d8298,delivered,2017-11-01 14:18:10,2017-11-28 15:49:19,2017-11-27,2017-11,sao luis,MA,1.0,1.0,1.0,35.0,21.15,56.15,4.0,27.06329861111111,1.6592476851851852,0,1
7af8ed2339bcf2d146c8ac50309f9555,delivered,2017-11-29 20:28:39,2017-12-08 21:41:33,2017-12-29,2017-11,natal,RN,1.0,1.0,1.0,27.99,21.15,49.14,3.0,9.050625,-20.09614583333333,1,0
1b4302389eccf1e9df072501f38b1e9a,delivered,2017-11-24 09:56:07,2018-01-03 12:55:26,2017-12-14,2017-11,rio de janeiro,RJ,1.0,1.0,1.0,36.9,16.6,53.5,3.0,40.12452546296296,20.53849537037037,0,1
0cf7571add1c69ad1e6c35589c2a8876,delivered,2017-11-05 12:54:01,2017-11-14 21:43:02,2017-11-30,2017-11,bela vista,MS,1.0,1.0,1.0,28.99,15.1,44.09,5.0,9.367372685185185,-15.09511574074074,1,0
5f21071bb4421ccceaf3ae565558f63f,delivered,2017-11-04 09:29:36,2017-11-21 21:47:04,2017-12-05,2017-11,sapucaia do sul,RS,2.0,1.0,1.0,119.8,35.34,155.14,3.0,17.51212962962963,-13.092314814814817,1,0
20648e7d48939d4edd1dec4781fc1680,shipped,2017-11-29 11:59:51,,2017-12-27,2017-11,videira,SC,3.0,1.0,1.0,207.36,48.72,256.08,2.0,,,0,0
b69246cbe19ece82f41f3343cb25999c,delivered,2017-11-05 13:52:08,2017-11-08 16:38:56,2017-11-23,2017-11,sao paulo,SP,1.0,1.0,1.0,23.99,7.78,31.77,3.0,3.115833333333333,-14.306296296296296,1,0
ed7774b614a7ad220649f09dc6a4c043,delivered,2017-11-16 23:27:21,2017-12-11 14:14:54,2017-12-13,2017-11,santana do sobrado,BA,1.0,1.0,1.0,36.9,17.92,54.82,5.0,24.616354166666667,-1.4063194444444445,1,0
b1b7fb18867782ce1a5d931650b3ee5a,delivered,2017-11-09 19:02:22,2017-11-16 17:51:11,2017-11-29,2017-11,rio de janeiro,RJ,1.0,1.0,1.0,39.97,14.1,54.07,4.0,6.950567129629629,-12.256122685185185,1,0
b2976bc0899d6eb3fbaa0255ee3a000b,delivered,2017-11-24 15:52:35,2017-12-07 15:59:14,2017-12-21,2017-11,porto alegre,RS,1.0,1.0,1.0,13.99,14.1,28.09,5.0,13.004618055555556,-13.33386574074074,1,0
6a6f6e316fbfc5524414489d06c8533c,delivered,2017-11-25 00:20:41,2017-12-12 22:48:46,2017-12-28,2017-11,crateus,CE,1.0,1.0,1.0,209.9,26.75,236.65,5.0,17.936168981481483,-15.049467592592592,1,0
b479bb7a8182b9fcf71fccba6cfcf859,delivered,2017-11-09 10:20:31,2017-12-01 19:32:12,2017-12-04,2017-11,carmo do rio claro,MG,1.0,1.0,1.0,58.9,25.25,84.15,5.0,22.383113425925927,-2.1859722222222224,1,0
a6fe431baa19e8ce94388a492ac80d35,delivered,2017-11-21 18:37:11,2017-11-24 19:21:10,2017-12-01,2017-11,sao paulo,SP,1.0,1.0,1.0,174.99,10.04,185.03,5.0,3.0305439814814816,-6.19363425925926,1,0
a6b961bbc6456602f652d926ee9ccd0a,delivered,2017-11-08 08:27:31,2017-11-16 16:09:44,2017-11-29,2017-11,mambore,PR,1.0,1.0,1.0,79.9,14.29,94.19,5.0,8.320983796296296,-12.326574074074074,1,0
e74f16cd18d4e5b3dfbcc81e880430d9,delivered,2017-11-24 00:43:01,2018-01-18 00:28:54,2017-12-19,2017-11,nova odessa,SP,1.0,1.0,1.0,137.9,38.81,176.71,1.0,54.99019675925926,30.020069444444445,0,1
a5500fc87a64d9d7f3ee98bdc7b25838,delivered,2017-11-26 20:26:41,2017-12-06 17:39:12,2017-12-15,2017-11,vitoria,ES,1.0,1.0,1.0,27.99,14.1,42.09,3.0,9.88369212962963,-8.264444444444445,1,0
794f771a39b24c7c47aa9eb198f066ed,delivered,2017-11-26 13:24:33,2017-12-05 01:27:40,2017-12-15,2017-11,sao paulo,SP,1.0,1.0,1.0,24.9,11.85,36.75,3.0,8.502164351851851,-9.93912037037037,1,0
609891a2ed5547ff8096ccb06022a826,delivered,2017-11-02 00:52:37,2017-11-11 17:44:47,2017-11-23,2017-11,rio de janeiro,RJ,1.0,1.0,1.0,149.9,15.81,165.71,5.0,9.702893518518518,-11.26056712962963,1,0
c9366610830b7af26c954d0b6c1f68d7,delivered,2017-11-06 19:44:39,2017-11-16 19:11:48,2017-12-08,2017-11,conceicao das alagoas,MG,1.0,1.0,1.0,119.9,28.22,148.12,5.0,9.9771875,-21.20013888888889,1,0
79616b0bd8740197588c3825106037d0,delivered,2017-11-26 23:09:28,2017-12-18 19:14:44,2017-12-26,2017-11,santos,SP,1.0,1.0,1.0,57.52,12.53,70.05,5.0,21.83699074074074,-7.198101851851852,1,0
3c87c321032c0aad76143340499b6b55,delivered,2017-11-21 15:11:07,2017-11-29 11:28:39,2017-12-07,2017-11,araxa,MG,1.0,1.0,1.0,569.9,119.29,689.19,,7.845509259259259,-7.521770833333333,1,0
526043f9d39d510f7a79547410cd3318,delivered,2017-11-02 11:45:23,2017-11-16 21:26:57,2017-11-28,2017-11,piranguinho,MG,1.0,1.0,1.0,49.0,15.1,64.1,4.0,14.40386574074074,-11.106284722222222,1,0
0ab5ed0d546ae59a2b1f18acd5b6ec9c,delivered,2017-11-11 10:38:49,2017-11-27 23:18:36,2017-12-06,2017-11,uberlandia,MG,1.0,1.0,1.0,319.9,19.49,339.39,4.0,16.527627314814815,-8.02875,1,0
cd5be8f92135682a584bca7d11218aad,delivered,2017-11-25 17:46:11,2017-12-16 18:19:56,2017-12-26,2017-11,campinas,SP,1.0,1.0,1.0,249.9,60.3,310.2,4.0,21.0234375,-9.236157407407408,1,0
52e610639925945e4ec84cfb8fc75b7d,delivered,2017-11-27 18:30:30,2017-12-05 14:13:10,2017-12-20,2017-11,tres pontas,MG,1.0,1.0,1.0,21.99,15.1,37.09,5.0,7.821296296296296,-14.407523148148147,1,0
f948e30320e56a553862b62e5ec37efe,delivered,2017-11-23 19:32:52,2017-12-22 00:47:48,2018-01-12,2017-11,macapa,AP,1.0,1.0,1.0,177.99,57.14,235.13,4.0,28.218703703703703,-20.96680555555556,1,0
e1d9e9bb816ce0bdfaf1cd02b96c6d10,delivered,2017-11-29 14:19:10,2017-12-11 19:35:19,2017-12-13,2017-11,campinas,SP,1.0,1.0,1.0,20.3,8.27,28.57,5.0,12.219548611111112,-1.1838078703703705,1,0
8095c4dbcc3855535d22f18f284c624d,delivered,2017-11-14 17:41:00,2017-11-28 20:25:15,2017-12-07,2017-11,brasilia,DF,1.0,1.0,1.0,147.5,33.48,180.98,5.0,14.1140625,-8.149131944444445,1,0
8e86bb7701f5738e9b750b76bae492bc,delivered,2017-11-23 10:28:05,2017-12-18 18:51:56,2017-12-26,2017-11,rio de janeiro,RJ,1.0,1.0,1.0,37.99,17.0,54.99,3.0,25.34989583333333,-7.213935185185186,1,0
3c964e5625c2d5b6ace8c0b038a03460,delivered,2017-11-29 19:41:24,2017-12-27 16:52:21,2017-12-27,2017-11,paracatu,MG,1.0,1.0,1.0,13.65,15.1,28.75,5.0,27.882604166666667,0.7030208333333333,0,1
e0258e674c59ea50961e9ec45f97b08e,delivered,2017-11-25 17:21:10,2017-12-08 21:17:03,2017-12-22,2017-11,porto alegre,RS,1.0,1.0,1.0,119.9,17.09,136.99,5.0,13.16380787037037,-13.113159722222225,1,0
0dd88bb98efb144f8678e3144b5180ff,delivered,2017-11-29 21:45:44,2017-12-26 15:49:57,2017-12-28,2017-11,niquelandia,GO,1.0,1.0,1.0,20.3,15.1,35.4,5.0,26.75292824074074,-1.3403125,1,0
08b450b388221bfe5472ed23887a7564,delivered,2017-11-01 01:48:36,2017-11-07 16:32:13,2017-11-23,2017-11,palhoca,SC,1.0,1.0,1.0,145.9,21.51,167.41,1.0,6.613622685185185,-15.310960648148148,1,0
47de8637746123051630916b1ab338cf,delivered,2017-11-21 13:56:43,2017-11-25 15:42:19,2017-12-01,2017-11,santo andre,SP,1.0,1.0,1.0,159.0,16.82,175.82,5.0,4.073333333333333,-5.345613425925926,1,0
eb56ddfc112b49241ad368f44da00dc3,delivered,2017-11-17 19:55:36,2017-11-25 13:51:25,2017-12-18,2017-11,joao monlevade,MG,1.0,1.0,1.0,99.0,14.42,113.42,4.0,7.747094907407408,-22.42262731481481,1,0
5069e2dbd0186add07ccb0af65724741,delivered,2017-11-17 08:29:52,2017-11-29 00:09:14,2017-12-11,2017-11,curitiba,PR,1.0,1.0,1.0,80.0,16.32,96.32,3.0,11.652337962962964,-11.993587962962962,1,0
1d3b8d78074e0b50f10346941e67e9de,delivered,2017-11-27 21:27:42,2018-01-09 21:58:51,2017-12-22,2017-11,ascurra,SC,1.0,1.0,1.0,129.9,21.4,151.3,1.0,43.02163194444445,18.91586805555556,0,1
c470c4940c653080f16ba7e4cf1eb08c,delivered,2017-11-24 10:42:43,2017-12-20 20:07:11,2017-12-19,2017-11,rio de janeiro,RJ,1.0,1.0,1.0,18.9,16.79,35.69,5.0,26.39199074074074,1.8383217592592596,0,1
40d61096a3c7681e431d0224b2eb6aab,delivered,2017-11-25 12:05:04,2017-12-27 17:33:09,2017-12-18,2017-11,rio de janeiro,RJ,1.0,1.0,1.0,24.5,15.1,39.6,1.0,32.22783564814815,9.731354166666666,0,1
d3a0f468db524dedfb22ab7ef248b16f,delivered,2017-11-12 12:24:07,2017-12-03 14:22:00,2017-12-05,2017-11,campos dos goytacazes,RJ,1.0,1.0,1.0,97.77,15.43,113.2,5.0,21.081863425925928,-1.4013888888888888,1,0
5e5b80a664dfaad7f64dafff8e8d018a,delivered,2017-11-13 19:47:16,2017-12-02 17:32:24,2017-12-12,2017-11,campo novo do parecis,MT,2.0,1.0,1.0,599.8,149.64,749.44,1.0,18.906342592592598,-9.269166666666669,1,0
91ce7ca124af689166db5eeed6f67a58,delivered,2017-11-25 23:11:44,2017-12-05 14:55:03,2017-12-15,2017-11,sao paulo,SP,1.0,1.0,1.0,34.95,11.85,46.8,5.0,9.65508101851852,-9.3784375,1,0
81d7555ffbde7261c34dca2bc0c03a06,delivered,2017-11-20 11:46:27,2017-11-27 17:43:24,2017-12-12,2017-11,sao jose dos campos,SP,1.0,1.0,1.0,169.99,13.32,183.31,5.0,7.247881944444444,-14.261527777777776,1,0
1e23bdb1aecf93173622912a55e691ba,delivered,2017-11-28 09:44:59,2017-12-12 20:59:43,2017-12-26,2017-11,miguel pereira,RJ,1.0,1.0,1.0,49.99,15.1,65.09,3.0,14.468564814814815,-13.12519675925926,1,0
2f9d5a38c98570700418e8e091e56f16,delivered,2017-11-11 16:51:19,2017-11-27 23:24:41,2017-12-04,2017-11,diadema,SP,1.0,1.0,1.0,74.9,15.27,90.17,4.0,16.273171296296297,-6.024525462962963,1,0
e3bdef3908e4c6a22a657b3786f89d4d,delivered,2017-11-29 23:41:08,2017-12-27 23:04:45,2018-01-05,2017-11,mage,RJ,1.0,1.0,1.0,234.9,17.89,252.79,5.0,27.97473379629629,-8.038368055555555,1,0
2d656749f55e9781665b9c467e55764a,delivered,2017-11-15 09:18:31,2017-11-24 19:41:22,2017-12-07,2017-11,rio de janeiro,RJ,1.0,1.0,1.0,99.0,33.08,132.08,5.0,9.432534722222222,-12.179606481481482,1,0
33d6102f076f9a6130c98e71ff77197f,delivered,2017-11-27 22:21:26,2017-12-05 14:23:38,2017-12-20,2017-11,itacarambi,MG,1.0,1.0,1.0,99.99,21.19,121.18,5.0,7.6681944444444445,-14.400254629629629,1,0
952c12cde7094bced1f5b1567d0db972,delivered,2017-11-11 15:11:29,2017-11-24 22:32:00,2017-12-08,2017-11,crissiumal,RS,1.0,1.0,1.0,1390.0,47.15,1437.15,4.0,13.305914351851852,-13.061111111111112,1,0
65db02d220343c553ba9181f56127c50,delivered,2017-11-02 18:51:35,2017-11-14 09:57:36,2017-11-16,2017-11,campinas,SP,1.0,1.0,1.0,45.9,9.34,55.24,5.0,11.62917824074074,-1.585,1,0
c209842083e6d90a0ae00af4749c6f4b,delivered,2017-11-24 11:44:12,2017-12-07 23:53:14,2017-12-15,2017-11,rio de janeiro,RJ,1.0,1.0,1.0,49.13,15.1,64.23,4.0,13.506273148148148,-7.004699074074074,1,0
60d5d73a6b8e2e26aa2fc8c499fb3126,delivered,2017-11-21 18:50:10,2017-12-05 20:07:55,2017-12-11,2017-11,governador valadares,MG,1.0,1.0,1.0,59.9,16.18,76.08,5.0,14.053993055555557,-5.161168981481482,1,0
3d3aa235444c30c308514e51681d8546,delivered,2017-11-24 17:41:54,2017-12-06 23:06:16,2017-12-15,2017-11,rio de janeiro,RJ,1.0,1.0,1.0,128.99,21.29,150.28,5.0,12.22525462962963,-8.037314814814815,1,0
6b1e495243da4b3d42a27e801e6f252f,delivered,2017-11-14 08:05:16,2017-11-29 21:02:43,2017-12-08,2017-11,padre bernardo,GO,1.0,1.0,1.0,45.9,16.11,62.01,5.0,15.539895833333333,-8.123113425925926,1,0
34d82f4151e44252dd9f198df3dc066d,delivered,2017-11-16 16:19:15,2017-11-22 22:36:51,2017-12-06,2017-11,osasco,SP,1.0,1.0,1.0,59.9,15.17,75.07,5.0,6.262222222222222,-13.057743055555555,1,0
efc3c0ad27f3640e148d3ae5e1fdee4b,delivered,2017-11-18 19:49:39,2017-11-28 17:29:03,2017-12-13,2017-11,cataguases,MG,1.0,1.0,1.0,23.99,15.1,39.09,5.0,9.90236111111111,-14.271493055555556,1,0
16b812958d1a00bb75c3256b05b5a632,canceled,2017-11-21 18:20:28,,2017-12-01,2017-11,sao paulo,SP,1.0,1.0,1.0,86.9,9.42,96.32,2.0,,,0,0
bb0c66e312ff8cb97698f012cd92553c,delivered,2017-11-19 17:05:09,2017-11-25 00:06:40,2017-12-06,2017-11,sao paulo,SP,1.0,1.0,1.0,56.99,8.72,65.71,5.0,5.292719907407408,-10.99537037037037,1,0
0e5b8fedcf80d4264e236fc26e004068,delivered,2017-11-21 13:57:33,2017-12-08 20:34:50,2017-12-07,2017-11,rio de janeiro,RJ,1.0,1.0,1.0,79.5,20.05,99.55,5.0,17.275891203703704,1.857523148148148,0,1
5c60201855c651a0c7a1709102d55942,delivered,2017-11-19 20:13:45,2017-12-02 00:32:42,2017-12-18,2017-11,santaluz,BA,1.0,1.0,1.0,84.99,18.16,103.15,4.0,12.17982638888889,-15.977291666666666,1,0
0eb4df6bfdca047c300acf9d25b04391,delivered,2017-11-19 14:10:05,2018-01-17 21:05:00,2017-12-19,2017-11,belem,PA,1.0,1.0,1.0,69.99,17.77,87.76,1.0,59.28813657407407,29.87847222222222,0,1
235970f9da00d655ab21d7fa98305d4e,delivered,2017-11-28 22:27:46,2017-12-20 22:43:18,2017-12-27,2017-11,lambari,MG,1.0,1.0,1.0,149.9,17.49,167.39,4.0,22.01078703703704,-6.053263888888889,1,0
76f27a60facc0c9b7ee8344eeb60c7a1,delivered,2017-11-24 23:59:24,2017-12-05 23:46:54,2017-12-18,2017-11,campinas,SP,1.0,1.0,1.0,935.0,22.8,957.8,5.0,10.991319444444445,-12.009097222222222,1,0
8f82cbff74ca9eba2273adac86c08a2d,delivered,2017-11-22 09:09:01,2017-11-24 18:36:49,2017-12-08,2017-11,itaguara,MG,1.0,1.0,1.0,35.9,12.48,48.38,5.0,2.3943055555555555,-13.22443287037037,1,0
5e9d5a2d9fdab80cd5bbe9706abf0087,delivered,2017-11-04 00:01:14,2017-11-17 20:28:35,2017-11-30,2017-11,marica,RJ,2.0,1.0,1.0,119.8,35.34,155.14,5.0,13.852326388888889,-12.14681712962963,1,0
d17caea6a555b8d399674e0a8e600bfb,delivered,2017-11-15 23:23:55,2017-11-21 15:26:59,2017-12-07,2017-11,brasilia,DF,1.0,1.0,1.0,36.9,17.6,54.5,5.0,5.668796296296296,-15.356261574074074,1,0
cf785a05b67a9d6bc87e8cb56ec94e77,delivered,2017-11-04 13:33:13,2017-12-21 14:12:08,2017-11-29,2017-11,sao paulo,SP,1.0,1.0,1.0,559.9,48.38,608.28,1.0,47.02702546296296,22.59175925925926,0,1
955b3eccb8e0c21820f39caeb0309789,delivered,2017-11-08 18:39:08,2017-11-23 21:54:40,2017-12-07,2017-11,barra do garcas,MT,1.0,1.0,1.0,14.0,16.79,30.79,4.0,15.135787037037035,-13.087037037037035,1,0
00fbcd8b120e5706c58b9d1a0026a7da,delivered,2017-11-14 12:48:34,2017-12-06 00:51:28,2017-12-07,2017-11,sao bento do sul,SC,1.0,1.0,1.0,7.9,16.11,24.01,5.0,21.50201388888889,-0.9642592592592591,1,0
66693edf9fb4880fc5049cd511a55e88,delivered,2017-11-24 01:07:28,2017-12-08 19:38:48,2017-12-14,2017-11,botucatu,SP,1.0,1.0,1.0,27.99,11.85,39.84,4.0,14.77175925925926,-5.181388888888889,1,0
d43872a5beeeefe86421f622da91fb38,delivered,2017-11-25 00:59:07,2017-12-04 18:04:09,2017-12-19,2017-11,curitiba,PR,1.0,1.0,1.0,105.0,21.57,126.57,4.5,9.711828703703704,-14.247118055555555,1,0
48cf133bab6e70fec7896820b325dc9b,delivered,2017-11-27 16:38:04,2018-01-10 17:11:27,2017-12-21,2017-11,salvador,BA,2.0,2.0,1.0,130.98,32.92,163.9,2.0,44.02318287037037,20.716284722222223,0,1
8fb3923723ef788e9813b430b5ac5c05,delivered,2017-11-23 20:17:06,2017-12-11 22:15:25,2017-12-27,2017-11,ituiutaba,MG,1.0,1.0,1.0,21.9,16.79,38.69,5.0,18.08216435185185,-15.072627314814817,1,0
84521dd5e0868005d249eb084742a127,delivered,2017-11-14 08:32:35,2017-12-03 11:26:31,2017-12-05,2017-11,niteroi,RJ,1.0,1.0,1.0,80.0,14.31,94.31,5.0,19.12078703703704,-1.5232523148148147,1,0
f61e44e1363b7faca99c576a429860d7,delivered,2017-11-09 16:29:18,2017-11-28 19:11:21,2017-12-07,2017-11,porto alegre,RS,1.0,1.0,1.0,37.9,19.84,57.74,4.0,19.11253472222222,-8.200451388888888,1,0
ea11e787b7c89e4884a0fa8fb65be3fb,delivered,2017-11-09 18:26:19,2017-11-23 15:46:54,2017-12-01,2017-11,florianopolis,SC,1.0,1.0,1.0,9.5,14.1,23.6,1.0,13.88929398148148,-7.342430555555556,1,0
e09f44857c4f24c72e4a6efd07aef776,delivered,2017-11-07 09:02:50,2017-11-17 19:28:48,2017-12-01,2017-11,maringa,PR,1.0,1.0,1.0,39.9,15.1,55.0,5.0,10.434699074074071,-13.188333333333333,1,0
71c3e399882c5bab8e8b576ee1558da3,delivered,2017-11-23 21:58:35,2017-12-12 19:33:11,2017-12-27,2017-11,rio das ostras,RJ,1.0,1.0,1.0,45.9,16.11,62.01,5.0,18.89902777777778,-14.185289351851852,1,0
146a3b1856b84f80dc3ca22e79d11551,delivered,2017-11-25 09:36:58,2017-12-22 20:53:29,2017-12-22,2017-11,fortaleza,CE,1.0,1.0,1.0,49.0,28.82,77.82,1.0,27.46980324074074,0.870474537037037,0,1
4296801e936343a5f6a38e29143c0f88,delivered,2017-11-06 08:38:45,2017-12-05 21:38:54,2017-11-30,2017-11,chapeco,SC,1.0,1.0,1.0,75.9,15.28,91.18,2.0,29.54177083333333,5.902013888888889,0,1
36c5fe2c0135722473e275b3f5accd74,delivered,2017-11-10 18:31:13,2017-11-16 15:52:58,2017-11-24,2017-11,guarulhos,SP,1.0,1.0,1.0,34.99,7.78,42.77,5.0,5.890104166666666,-7.338217592592593,1,0
610da347c1ec97cef18a2720c7ccc74f,delivered,2017-11-29 02:13:00,2017-12-08 20:56:58,2017-12-26,2017-11,brasilia,DF,1.0,1.0,1.0,12.99,15.11,28.1,4.0,9.780532407407408,-17.12710648148148,1,0
e19a5e9d32cf69f1a9dbb6422bde3623,delivered,2017-11-13 16:44:42,2017-12-06 19:12:32,2017-12-15,2017-11,apodi,RN,1.0,1.0,1.0,89.99,35.95,125.94,5.0,23.10266203703704,-8.19962962962963,1,0
ee18e41d0d059cc434a43e62e3352c40,shipped,2017-11-18 17:32:51,,2017-12-07,2017-11,adamantina,SP,1.0,1.0,1.0,32.9,12.69,45.59,1.0,,,0,0
1acbcc1d765cecf7db32b44062d5dd16,delivered,2017-11-24 15:58:20,2018-01-06 14:36:42,2017-12-26,2017-11,erechim,RS,1.0,1.0,1.0,139.99,57.65,197.64,1.0,42.94331018518518,11.608819444444444,0,1
ea33aded94976ddb4b9ff4eda6c2eac9,delivered,2017-11-21 17:34:43,2017-11-23 17:38:50,2017-12-01,2017-11,sao paulo,SP,1.0,1.0,1.0,139.9,9.79,149.69,2.0,2.0028587962962963,-7.264699074074074,1,0
